Restaurant ID,Restaurant Name,City,country name,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
6201312,Zaoq,Doha,Qatar,"Midmac Flyover, Salwa Road, Al Hilal, Doha",Al Hilal,"Al Hilal, Doha",51.498153,25.264116,Pakistani,170,Qatari Rial(QR),No,No,No,No,4,4.2,Green,Very Good,189
6201336,Ponderosa,Doha,Qatar,"Caravan Complex, Ramada Junction, Salwa Road, Al Hilal, Doha","Caravan Complex, Al Hilal","Caravan Complex, Al Hilal, Doha",51.510488,25.270904,Steak,110,Qatari Rial(QR),No,No,No,No,3,3.6,Yellow,Good,115
6201360,Paper Moon,Doha,Qatar,"Beside Jarir Bookstore, Jaidah Square, Al Matar Street, Umm Ghuwailina, Doha",Umm Ghuwailina,"Umm Ghuwailina, Doha",51.544576,25.27302,italian,400,Qatari Rial(QR),No,No,No,No,4,4.5,Dark Green,Excellent,145
6201431,Coral - InterContinental Doha,Doha,Qatar,"Lower Ground Floor, Hotel Intercontinental Doha, Al Isteqlal Road, Westbay, Doha","Hotel Intercontinental Doha, Westbay","Hotel Intercontinental Doha, Westbay, Doha",51.530046,25.348622,International,500,Qatari Rial(QR),No,No,No,No,4,3.7,Yellow,Good,58
6201972,Eatopia,Doha,Qatar,"2nd Floor, The Gate Mall, Dafna, Doha","The Gate, Dafna","The Gate, Dafna, Doha",51.526653,25.323261,bakery,200,Qatari Rial(QR),No,No,No,No,4,3.9,Yellow,Good,197
6201976,Indian Coffee House,Doha,Qatar,"Beside Le Mirage Suites, Fereej Abdul Aziz Street, Al Doha Al Jadeeda, Doha",Al Doha Al Jadeeda,"Al Doha Al Jadeeda, Doha",51.521074,25.276109,indian,80,Qatari Rial(QR),No,No,No,No,3,3.4,Orange,Average,350
6202039,Mainland China Restaurant,Doha,Qatar,"1st Floor, Barwa Towers, Suhaim Bin Hamad Street, Al Sadd, Doha","Barwa Towers, Al Sadd","Barwa Towers, Al Sadd, Doha",51.505053,25.285996,Chinese,250,Qatari Rial(QR),No,No,No,No,4,4.9,Dark Green,Excellent,182
6202515,Gokul Gujarati Restaurant,Doha,Qatar,"Opposite Masjid, Ibn Mahmoud Street, Fereej Bin Mahmoud, Doha",Fereej Bin Mahmoud,"Fereej Bin Mahmoud, Doha",51.514145,25.285936,indian,50,Qatari Rial(QR),No,No,No,No,2,4.3,Green,Very Good,211
6300002,Heat - Edsa Shangri-La,Mandaluyong City,Phillipines,"Edsa Shangri-La, 1 Garden Way, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City","Edsa Shangri-La, Ortigas, Mandaluyong City, Mandaluyong City",121.056831,14.581404,indian,4000,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,270
6300010,Spiral - Sofitel Philippine Plaza Manila,Pasay City,Phillipines,"Plaza Level, Sofitel Philippine Plaza Manila, CCP Complex, Pasay City","Sofitel Philippine Plaza Manila, Pasay City","Sofitel Philippine Plaza Manila, Pasay City, Pasay City",120.98009,14.55299,indian,6000,Botswana Pula(P),Yes,No,No,No,4,4.9,Dark Green,Excellent,621
6300781,Buffet 101,Pasay City,Phillipines,"Building K, SM By The Bay, Sunset Boulevard, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, Mall of Asia Complex, Pasay City","SM by the Bay, Mall of Asia Complex, Pasay City, Pasay City",120.979667,14.531333,Asian,2000,Botswana Pula(P),Yes,No,No,No,4,4,Green,Very Good,520
6301290,Vikings,Pasay City,Phillipines,"Building B, By The Bay, Seaside Boulevard, Mall of Asia Complex (MOA), Pasay City","SM by the Bay, Mall of Asia Complex, Pasay City","SM by the Bay, Mall of Asia Complex, Pasay City, Pasay City",120.979333,14.54,Asian,2000,Botswana Pula(P),Yes,No,No,No,4,4.2,Green,Very Good,677
6304287,Izakaya Kikufuji,Makati City,Phillipines,"Little Tokyo, 2277 Chino Roces Avenue, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City","Little Tokyo, Legaspi Village, Makati City, Makati City",121.014101,14.553708,Japanese,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,591
6308205,Wildflour Cafe + Bakery,Taguig City,Phillipines,"Ground Floor, Netlima Building, 4th Avenue Corner 26th Street, Bonifacio Global City, Taguig City",Bonifacio Global City,"Bonifacio Global City, Taguig City",121.04622,14.549337,american,1500,Botswana Pula(P),Yes,No,No,No,4,4.4,Green,Very Good,392
6309455,Mad Mark's Creamery & Good Eats,Pasig City,Phillipines,"23 East Capitol Drive, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.06082,14.570849,american,900,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,488
6309903,Silantro Fil-Mex,Pasig City,Phillipines,"75 East Capitol Drive, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.057916,14.567689,"Filipino, Mexican",800,Botswana Pula(P),No,No,No,No,3,4.9,Dark Green,Excellent,1070
6310406,The Food Hall by Todd English,Taguig City,Phillipines,"Fifth Floor, SM Aura Premier, C5 Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.0535,14.545655,american,1800,Botswana Pula(P),Yes,No,No,No,4,4.5,Dark Green,Excellent,618
6310470,Guevarra's,San Juan City,Phillipines,"387 P. Guevarra Corner Argonne Street, Addition Hills, San Juan City",Addition Hills,"Addition Hills, San Juan City",121.033592,14.59345,Filipino,1000,Botswana Pula(P),Yes,No,No,No,3,4.2,Green,Very Good,458
6314302,Sambo Kojin,Mandaluyong City,Phillipines,"Third Floor, Mega Atrium, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.057508,14.58445,"Japanese, Korean",1500,Botswana Pula(P),Yes,No,No,No,4,4.8,Dark Green,Excellent,229
6314605,Sodam Korean Restaurant,San Juan City,Phillipines,"17 J. Abad Santos Drive, Little Baguio, San Juan City",Little Baguio,"Little Baguio, San Juan City",121.03811,14.59889,Korean,700,Botswana Pula(P),No,No,No,No,3,4.3,Green,Very Good,223
6314987,Locavore,Pasig City,Phillipines,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.056532,14.572041,Filipino,1100,Botswana Pula(P),Yes,No,No,No,3,4.8,Dark Green,Excellent,532
6315438,NIU by Vikings,Taguig City,Phillipines,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.053725,14.545858,american,3000,Botswana Pula(P),Yes,No,No,No,4,4.7,Dark Green,Excellent,535
6317637,Le Petit Souffle,Makati City,Phillipines,"Third Floor, Century City Mall, Kalayaan Avenue, Poblacion, Makati City","Century City Mall, Poblacion, Makati City","Century City Mall, Poblacion, Makati City, Makati City",121.027535,14.565443,Desserts,1100,Botswana Pula(P),Yes,No,No,No,3,4.8,Dark Green,Excellent,314
6318213,Balay Dako,Tagaytay City,Phillipines,"Aguinaldo Highway, Tagaytay City",Tagaytay City,"Tagaytay City, Tagaytay City",120.951589,14.101834,Filipino,1200,Botswana Pula(P),Yes,No,No,No,3,4.5,Dark Green,Excellent,211
6318433,Silantro Fil-Mex,Quezon City,Phillipines,"Second Floor, UP Town Center, Katipunan Avenue, Diliman, Quezon City","UP Town Center, Diliman, Quezon City","UP Town Center, Diliman, Quezon City, Quezon City",121.075419,14.649503,"Filipino, Mexican",800,Botswana Pula(P),No,No,No,No,3,4.8,Dark Green,Excellent,294
6318506,Ooma,Mandaluyong City,Phillipines,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.056475,14.585318,"Japanese, Sushi",1500,Botswana Pula(P),No,No,No,No,4,4.9,Dark Green,Excellent,365
6400191,Beluga,Cape Town,South Africa,"The Foundry, Prestwich Street, Green Point, Cape Town",Green Point,"Green Point, Cape Town",18.418015,-33.912585,Asian,500,Rand(R),No,No,No,No,4,3.8,Yellow,Good,619
6400217,Willoughby & Co.,Cape Town,South Africa,"Ground Level, Victoria Wharf, V & A Waterfront, Cape Town","Victoria Wharf, V & A Waterfront","Victoria Wharf, V & A Waterfront, Cape Town",18.421,-33.904167,"Seafood, Japanese, Sushi",570,Rand(R),No,No,No,No,4,4.4,Green,Very Good,466
6400235,Gibson's Gourmet Burgers & Ribs,Cape Town,South Africa,"Shop 157, Lower Level, Victoria Wharf, V & A Waterfront, Cape Town","Victoria Wharf, V & A Waterfront","Victoria Wharf, V & A Waterfront, Cape Town",18.4203,-33.904266,american,270,Rand(R),No,No,No,No,3,4.1,Green,Very Good,298
6400421,Truth Coffee,Cape Town,South Africa,"36 Buitenkant Street, CBD, Cape Town",CBD,"CBD, Cape Town",18.42286,-33.928496,Cafe,150,Rand(R),No,No,No,No,2,4.4,Green,Very Good,514
6400621,Nobu - One&Only,Cape Town,South Africa,"One & Only Hotel, Dock Road, V & A Waterfront, Cape Town","One and Only Hotel, V & A Waterfront","One and Only Hotel, V & A Waterfront, Cape Town",18.416435,-33.908603,Asian,535,Rand(R),Yes,No,No,No,4,4,Green,Very Good,110
6401054,Kloof Street House,Cape Town,South Africa,"30 Kloof Street, Gardens, Cape Town",Gardens,"Gardens, Cape Town",18.4125,-33.9285,Mediterranean,350,Rand(R),No,No,No,No,4,4.5,Dark Green,Excellent,356
6401060,Jason Bakery,Cape Town,South Africa,"185 Bree Street, CBD, Cape Town",CBD,"CBD, Cape Town",18.414571,-33.924515,bakery,180,Rand(R),No,No,No,No,2,4.2,Green,Very Good,266
6401198,Origin Coffee Roasting,Cape Town,South Africa,"28 Hudson Street, De Waterkant, Cape Town",De Waterkant,"De Waterkant, Cape Town",18.417667,-33.917333,bakery,200,Rand(R),No,No,No,No,3,4,Green,Very Good,185
6401485,The Creamery,Cape Town,South Africa,"Newlands Quarter, Dean Street, Newlands, Cape Town",Newlands,"Newlands, Cape Town",18.46195,-33.970286,Desserts,110,Rand(R),No,No,No,No,2,4.5,Dark Green,Excellent,328
6401732,La Parada,Cape Town,South Africa,"107 Bree Street, CBD, Cape Town",CBD,"CBD, Cape Town",18.417893,-33.921543,"Spanish, Tapas",360,Rand(R),No,No,No,No,4,3.7,Yellow,Good,255
6401789,tashas,Cape Town,South Africa,"Ground Level, Victoria Wharf, V & A Waterfront, Cape Town",V & A Waterfront,"V & A Waterfront, Cape Town",18.421341,-33.902336,Cafe,320,Rand(R),No,No,No,No,4,4.1,Green,Very Good,374
6402163,Grand Cafí© & Beach,Cape Town,South Africa,"Granger Bay Road, Granger Bay, V & A Waterfront, Cape Town",V & A Waterfront,"V & A Waterfront, Cape Town",18.415163,-33.901746,"Seafood, African, Sushi",450,Rand(R),No,No,No,No,4,3.8,Yellow,Good,280
6402177,Salushi,Cape Town,South Africa,"25 Protea Road, Claremont, Cape Town",Claremont,"Claremont, Cape Town",18.462423,-33.978602,Asian,250,Rand(R),No,No,No,No,3,3.9,Yellow,Good,239
6403291,Jerry's Burger Bar,Cape Town,South Africa,"5 Park Road, Kloof Street, Gardens, Cape Town",Gardens,"Gardens, Cape Town",18.410769,-33.929022,american,250,Rand(R),No,No,No,No,3,4.4,Green,Very Good,281
6403452,My Sugar,Cape Town,South Africa,"77 Regent Road, Sea Point, Cape Town",Sea Point,"Sea Point, Cape Town",18.382759,-33.921692,bakery,125,Rand(R),No,No,No,No,2,4.4,Green,Very Good,157
6403499,Active Sushi,Cape Town,South Africa,"32 Hudson Street, Mirage Building, Green Point, Cape Town",Green Point,"Green Point, Cape Town",18.417566,-33.917258,Sushi,250,Rand(R),No,No,No,No,3,3.8,Yellow,Good,127
6403544,Jarryds,Cape Town,South Africa,"90 Regent Road, Sea Point, Cape Town",Sea Point,"Sea Point, Cape Town",18.381997,-33.921453,Burger,230,Rand(R),No,No,No,No,3,4.8,Dark Green,Excellent,319
6404082,Rocomamas,Cape Town,South Africa,"107a Main Road, Green Point, Cape Town",Green Point,"Green Point, Cape Town",18.409153,-33.907776,FAST FOOD,250,Rand(R),No,No,No,No,3,3.6,Yellow,Good,131
6501141,Licorish Bistro,Sandton,South Africa,"Nicolway Shopping Centre, William Nicol Drive, Bryanston, Sandton","Nicolway Shopping Centre, Bryanston","Nicolway Shopping Centre, Bryanston, Sandton",28.021,-26.052333,"European, South African",545,Rand(R),No,No,No,No,4,4.6,Dark Green,Excellent,892
6501534,Cube - Tasting Kitchen,Inner City,South Africa,"24 Albrecht Road, Maboneng Precinct, City and Suburban, Inner City",City and Suburban,"City and Suburban, Inner City",28.060192,-26.203278,"European, Contemporary",1540,Rand(R),No,No,No,No,4,4.9,Dark Green,Excellent,441
6502134,The Whippet,Randburg,South Africa,"Corner of 7th Street and 4th Avenue, Linden, Randburg 2195",Linden,"Linden, Randburg",27.991791,-26.14026,Cafe,200,Rand(R),No,No,No,No,3,4.3,Green,Very Good,618
6502341,The Wolfpack,Johannesburg,South Africa,"21, 4th Avenue, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.017146,-26.140464,american,350,Rand(R),No,No,No,No,4,4.1,Green,Very Good,1024
6502688,Craft,Johannesburg,South Africa,"33, 4th Avenue corner of 13th street, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.017548,-26.138396,"European, Pizza",350,Rand(R),No,No,No,No,4,4.1,Green,Very Good,1207
6502852,Social on Main,Sandton,South Africa,"Shop 1, Posthouse Centre, Corner Main Road & Posthouse Street, Bryanston, Sandton 2021",Bryanston,"Bryanston, Sandton",28.023143,-26.052744,Burger,250,Rand(R),No,No,No,No,3,4,Green,Very Good,504
6502857,Remo's Maximilliano,Sandton,South Africa,"Waterfall Corner Mall, Corner of Maxwell & Woodmead Drives, Woodmead, Sandton","Waterfall Corner Mall, Midrand","Waterfall Corner Mall, Midrand, Sandton",28.089878,-26.02172,italian,360,Rand(R),No,No,No,No,4,3.8,Yellow,Good,390
6502883,Perron,Sandton,South Africa,"Illovo Junction, Corner Oxford Road and Corlett Drive, Illovo, Sandton",Illovo,"Illovo, Sandton",28.048338,-26.134935,Mexican,250,Rand(R),No,No,No,No,3,4.2,Green,Very Good,581
6504409,Effingut Brewerkz,Pune,India,"End of Lane Number 6, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune",73.89852,18.53408,indian,1800,Indian Rupees(Rs.),No,Yes,No,No,3,4.3,Green,Very Good,1531
6505309,The Little Next Door,Pune,India,"D-10, Central Avenue, Kalyani Nagar, Pune",Kalyani Nagar,"Kalyani Nagar, Pune",73.900626,18.546947,Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1143
6505564,German Bakery Wunderbar,Pune,India,"153/A, Varun Complex, Near Demech House, Law College Road, Pune",Law College Road,"Law College Road, Pune",73.830547,18.520016,italian,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,1583
6506206,18 Degrees Resto Lounge,Pune,India,"8th & 9th Floor, Spot 18 Mall, Pimple Saudagar, Pune","Spot 18 Mall, Pimple Saudagar","Spot 18 Mall, Pimple Saudagar, Pune",73.785901,18.593481,indian,2100,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.6,Yellow,Good,1566
6507461,Agent Jack's Bar,Pune,India,"Terrace, B Wing, ICC Trade Tower, Senapati Bapat Road, Pune",Senapati Bapat Road,"Senapati Bapat Road, Pune",73.830327,18.536718,indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,1531
6507495,Apache,Pune,India,"Shop 3, Turning Point, Behind Phoenix Mall, Viman Nagar, Pune",Viman Nagar,"Viman Nagar, Pune",73.915367,18.563934,Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,377
6507967,Tales & Spirits,Pune,India,"Plot 64, Shivaji Housing Society, Senapati Bapat Road, Pune",Senapati Bapat Road,"Senapati Bapat Road, Pune",73.828972,18.530963,italian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.1,Green,Very Good,997
6508117,Sautí©ed Stories,Pune,India,"Plot 5, Between Lane 5/6, North Main Road, Opposite Wellness Forever, Koregaon Park, Pune",Koregaon Park,"Koregaon Park, Pune",73.897902,18.539299,italian,850,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,583
6508323,The Urban Foundry,Pune,India,"1, Balewadi High Street, Cummins India Office Campus, Baner-Balewadi Link Road, Pune","Balewadi High Street, Balewadi","Balewadi High Street, Balewadi, Pune",73.774723,18.569156,indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.5,Dark Green,Excellent,1099
6515130,Hudsons,Johannesburg,South Africa,"Corner 4th Avenue & 14th Street, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.018022,-26.137391,Finger Food,350,Rand(R),No,No,No,No,4,4,Green,Very Good,861
6515135,Escondido Tapas,Sandton,South Africa,"Post Office Centre, Corner of Rudd Road and Otto Street, Illovo, Sandton","Post Office Center, Illovo","Post Office Center, Illovo, Sandton",28.050845,-26.129002,Mediterranean,450,Rand(R),No,No,No,No,4,4.4,Green,Very Good,743
6515339,Cafe Del Sol Botanico,Sandton,South Africa,"Bryanston Shopping Centre, Corner of William Nicol & Ballyclare Dr, Bryanston, Sandton, Bryanston, Johannesburg","Bryanston Shopping Centre, Bryanston","Bryanston Shopping Centre, Bryanston, Sandton",28.027725,-26.074876,italian,400,Rand(R),No,No,No,No,4,4.4,Green,Very Good,499
6516432,Salsa Mexican Grill,Sandton,South Africa,"Pineslopes Shopping Centre, Corner of Witkoppen Drive & The Straight, Fourways, Sandton","Pineslopes Shopping Centre, Fourways","Pineslopes Shopping Centre, Fourways, Sandton",28.014375,-26.021111,Mexican,330,Rand(R),No,No,No,No,4,4.3,Green,Very Good,488
6516766,The National,Johannesburg,South Africa,"19, 4th Avenue, Parktown North, Johannesburg",Parktown North,"Parktown North, Johannesburg",28.025193,-26.144072,american,515,Rand(R),Yes,No,No,No,4,4.2,Green,Very Good,212
6516831,The Big Mouth,Sandton,South Africa,"Nelson Mandela Square, Corner Maude & 5th Streets, Sandown, Sandton","Nelson Mandela Square, Sandown","Nelson Mandela Square, Sandown, Sandton",28.054667,-26.1075,Burger,400,Rand(R),No,No,No,No,4,4.3,Green,Very Good,430
6517396,Momo Baohaus,Johannesburg,South Africa,"139 Greenway, Greenside, Johannesburg",Greenside,"Greenside, Johannesburg",28.011059,-26.14658,Asian,300,Rand(R),No,No,No,No,4,4.3,Green,Very Good,180
6517404,The Smokehouse and Grill,Sandton,South Africa,"Pineslopes Shopping Centre, Corner of Witkoppen Drive & The Straight, Fourways, Sandton","Pineslopes Shopping Centre, Fourways","Pineslopes Shopping Centre, Fourways, Sandton",28.014749,-26.021362,Steak,300,Rand(R),No,No,No,No,4,4.4,Green,Very Good,90
6517568,Jamie's Italian,Sandton,South Africa,"Shop 00513, Building 13, High Street, Melrose Arch, Sandton","Melrose Arch, Melrose","Melrose Arch, Melrose , Sandton",28.068062,-26.13233,italian,400,Rand(R),No,No,No,No,4,4.1,Green,Very Good,251
6600060,Sandubas Cafí©,Brasí_lia,Brazil,"Edifí_cio Josí© Severo, SCS 6, Bloco A, Loja 99, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.890167,-15.797,Cafe,30,Brazilian Real(R$),No,No,No,No,1,0,White,Not rated,2
6600083,Villa Tevere,Brasí_lia,Brazil,"CLS 115, Bloco A, Loja 2, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.923667,-15.831333,italian,150,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,12
6600116,Gero,Brasí_lia,Brazil,"Shopping Iguatemi - piso 1, SHIN CA 4, Lote A, Lago Norte, Brasí_lia","Shopping Iguatemi, Lago Norte","Shopping Iguatemi, Lago Norte, Brasí_lia",-47.885812,-15.720118,italian,350,Brazilian Real(R$),No,No,No,No,4,3.3,Orange,Average,8
6600214,Beirute,Brasí_lia,Brazil,"CLS 109, Bloco A, Loja 2/6, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.9075,-15.82,Arabian,90,Brazilian Real(R$),No,No,No,No,3,3.7,Yellow,Good,8
6600292,Casa do Biscoito Mineiro,Brasí_lia,Brazil,"SCLN 210, Bloco D, Loja 36/48, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.882136,-15.757472,bakery,45,Brazilian Real(R$),No,No,No,No,2,3.7,Yellow,Good,11
6600379,Sushi Loko,Brasí_lia,Brazil,"SCS 213, Bloco C, Loja 35, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.915667,-15.831,Japanese,80,Brazilian Real(R$),No,No,No,No,3,3.1,Orange,Average,10
6600427,Coco Bambu,Brasí_lia,Brazil,"SCES, Trecho 2, Conjunto 13/36, Setor de Clubes Esportivos Sul, Brasí_lia",Setor De Clubes Esportivos Sul,"Setor De Clubes Esportivos Sul, Brasí_lia",-47.8685,-15.819,International,230,Brazilian Real(R$),No,No,No,No,4,4.9,Dark Green,Excellent,30
6600441,Maori,Brasí_lia,Brazil,"CLN 110, Bloco D, Loja 28, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.888167,-15.758833,Brazilian,60,Brazilian Real(R$),No,No,No,No,3,3.8,Yellow,Good,11
6600681,Chez Michou,Brasí_lia,Brazil,"SCLN, 208, Bloco A, Loja 30, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.881789,-15.764142,FAST FOOD,55,Brazilian Real(R$),No,No,No,No,2,3,Orange,Average,6
6600970,Pizza íæ Bessa,Brasí_lia,Brazil,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.915667,-15.831167,Pizza,50,Brazilian Real(R$),No,No,No,No,2,3.2,Orange,Average,11
6601005,Cafí© Daniel Briand,Brasí_lia,Brazil,"SCLN 104, Bloco A, Loja 26, Asa Norte, Brasí_lia",Asa Norte,"Asa Norte, Brasí_lia",-47.882667,-15.7775,Cafe,30,Brazilian Real(R$),No,No,No,No,1,3.8,Yellow,Good,9
6601158,Manzuíç,Brasí_lia,Brazil,"Pontí£o Lago Sul, SHIS 10, Lote 9, Lago Sul, Brasí_lia","Pontí£o Lago Sul, Lago Sul","Pontí£o Lago Sul, Lago Sul, Brasí_lia",-47.872833,-15.825667,Seafood,240,Brazilian Real(R$),No,No,No,No,4,3.2,Orange,Average,6
6601218,New Koto,Brasí_lia,Brazil,"SCS 212, Bloco B, Loja 26, Asa Sul, Brasí_lia",Asa Sul,"Asa Sul, Brasí_lia",-47.910167,-15.827333,Japanese,200,Brazilian Real(R$),No,No,No,No,4,3.7,Yellow,Good,5
6601361,Buena Carne,Brasí_lia,Brazil,"Avenida Araucíçrias, 1325, Loja 19, íguas Claras, Brasí_lia",íguas Claras,"íguas Claras, Brasí_lia",-48.019092,-15.839775,"Bar Food, Brazilian",60,Brazilian Real(R$),No,No,No,No,3,3.6,Yellow,Good,9
6601457,Brazilian American Burgers,Brasí_lia,Brazil,"CLSN 301, Bloco C, Loja 86, Sudoeste, Brasí_lia",Sudoeste,"Sudoeste, Brasí_lia",-47.921028,-15.797531,american,50,Brazilian Real(R$),No,No,No,No,2,3.6,Yellow,Good,9
6601515,Rovereto,Brasí_lia,Brazil,"Rua 13 Norte, Lote 4, íguas Claras, Brasí_lia",íguas Claras,"íguas Claras, Brasí_lia",-48.019,-15.837167,Pizza,100,Brazilian Real(R$),No,No,No,No,4,3.1,Orange,Average,9
6601589,Coco Bambu,Brasí_lia,Brazil,"Brasí_lia Shopping - Piso 2, SCN 5, Bloco A, Asa Norte, Brasí_lia","Brasí_lia Shopping, Asa Norte","Brasí_lia Shopping, Asa Norte, Brasí_lia",-47.889,-15.7865,International,230,Brazilian Real(R$),No,No,No,No,4,4.2,Green,Very Good,17
6601595,Outback Steakhouse,Brasí_lia,Brazil,"ParkShopping - Piso 2, SAI/SO, írea 6580, Guaríç I, Brasí_lia","ParkShopping, Guaríç I","ParkShopping, Guaríç I, Brasí_lia",-47.956283,-15.834514,american,150,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,10
6601602,Taco Pep,Brasí_lia,Brazil,"Vila Malls, Avenida das Castanheiras, Lote 1060, í€guas Claras, Brasí_lia",íguas Claras,"íguas Claras, Brasí_lia",-48.016667,-15.834833,"Mexican, Grill",100,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,29
6601862,Taypíç,Brasí_lia,Brazil,"Fashion Park, Shis Ql 17, Bloco G, Loja 208, Lago Sul, Brasí_lia",Lago Sul,"Lago Sul, Brasí_lia",-47.872359,-15.860621,american,100,Brazilian Real(R$),No,No,No,No,4,3.6,Yellow,Good,5
6700402,Paris 6 Classique,Sí£o Paulo,Brazil,"Rua Haddock Lobo, 1240, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.666041,-23.561568,French,200,Brazilian Real(R$),No,No,No,No,4,3.4,Orange,Average,73
6700475,Skye - Hotel Unique,Sí£o Paulo,Brazil,"Hotel Unique, Avenida Brigadeiro Luí_s AntíÇnio, 4700, Jardim Paulista, Sí£o Paulo","Hotel Unique, Jardim Paulista","Hotel Unique, Jardim Paulista, Sí£o Paulo",-46.666851,-23.581688,Beverages,300,Brazilian Real(R$),No,No,No,No,4,4.8,Dark Green,Excellent,59
6700846,Kawa Sushi,Sí£o Paulo,Brazil,"Alameda Lorena, 300, Jardim Paulista, Sí£o Paulo",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.657418,-23.571638,"Sushi, Japanese",120,Brazilian Real(R$),No,No,No,No,4,3.5,Yellow,Good,9
6701257,Meats,Sí£o Paulo,Brazil,"Rua dos Pinheiros, 320, Pinheiros, Sí£o Paulo",Pinheiros,"Pinheiros, Sí£o Paulo",-46.681333,-23.564833,FAST FOOD,120,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,68
6701419,Divino Fogí£o,Sí£o Paulo,Brazil,"Shopping MetríÇ Santa Cruz - Piso L2, Rua Domingos de Morais, 2564, Vila Mariana, Sí£o Paulo","Shopping MetríÇ Santa Cruz, Vila Mariana","Shopping MetríÇ Santa Cruz, Vila Mariana, Sí£o Paulo",-46.637167,-23.5995,"Brazilian, Mineira",65,Brazilian Real(R$),No,No,No,No,3,0,White,Not rated,2
6702159,A Figueira Rubaiyat,Sí£o Paulo,Brazil,"Rua Haddock Lobo, 1738, Cerqueira Cí©sar, Jardim Paulista, Sí£o Paulo 10000",Jardim Paulista,"Jardim Paulista, Sí£o Paulo",-46.669833,-23.5655,"BBQ, Grill, Brazilian",300,Brazilian Real(R$),No,No,No,No,4,4.3,Green,Very Good,39
6702797,Jiquitaia,Sí£o Paulo,Brazil,"Rua AntíÇnio Carlos, 268, Consolaí_í£o, Sí£o Paulo",Consolaí_í£o,"Consolaí_í£o, Sí£o Paulo",-46.657523,-23.55671,Brazilian,100,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15
